Ranking;logo;University;Country;Score
801-1000;www.https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg;Yamaguchi University ;Asia;
801-1000;www.https://www.topuniversities.com/sites/default/files/yerevan-state-university_592560e59988f300e2321a5c_small.jpg;Yerevan State University;Asia;
801-1000;www.https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg;Yeungnam University ;Asia;
801-1000;www.https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg;Yokohama National University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/al-quds-university-the-arab-university-in-jerusalem_592560cf2aeae70239af5474_small.jpg;Al Quds University The Arab University in Jerusalem;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg;Al-Azhar University;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg;Alexandria University ;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/aligarh-muslim-university_592560e19988f300e2320ee7_small.jpg;Aligarh Muslim University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/amity-university_592560cf2aeae70239af563b_small.jpg;Amity University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/amrita-vishwa-vidyapeetham-amrita-university_592560cf2aeae70239af4e04_small.jpg;Amrita Vishwa Vidyapeetham;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/an-najah-national-university_592560cf2aeae70239af5468_small.jpg;An-Najah National University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/anadolu-university_592560cf2aeae70239af5a3c_small.jpg;Anadolu University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/assiut-university-_592560cf2aeae70239af4f3a_small.jpg;Assiut University ;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg;Athens University of Economics and Business;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/azerbaijan-state-university-of-economics_14955_small.jpg;Azerbaijan State University of Economics;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/brac-university_853_small.jpg;BRAC University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg;Babes-Bolyai University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg;Baku State University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg;Banaras Hindu University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg;Baylor University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/belarusian-state-university-of-informatics-and-radioelectronics_592560cf2aeae70239af5a53_small.jpg;Belarusian State University of Informatics and Radioelectronics;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg;Benemérita Universidad Autónoma de Puebla;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/bina-nusantara-university-binus_937_small.jpg;Bina Nusantara University (BINUS);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg;Birla Institute of Technology and Science, Pilani;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/birmingham-city-university-_592560cf2aeae70239af4af8_small.jpg;Birmingham City University ;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/brigham-young-university_68_small.jpg;Brigham Young University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/british-university-in-egypt_592560e29988f300e232122d_small.jpg;British University in Egypt;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/brock-university_592560cf2aeae70239af5178_small.jpg;Brock University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg;COMSATS University Islamabad;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/canterbury-christ-church-university_592560cf2aeae70239af4dbc_small.jpg;Canterbury Christ Church University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/catholic-university-of-cordoba_592560cf2aeae70239af5899_small.jpg;Católica de Córdoba;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/chang-jung-christian-university_5c65353a5c52f30ed41c5bb1_small.jpg;Chang Jung Christian University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/china-university-of-political-science-and-law_2021_small.jpg;China University of Political Science and Law;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/chung-yuan-christian-university_592560cf2aeae70239af524f_small.jpg;Chung Yuan Christian University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/chungbuk-national-university_592560cf2aeae70239af4e98_small.jpg;Chungbuk National University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg;Diponegoro University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg;Doshisha University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/ege-niversitesi_592560cf2aeae70239af50a1_small.jpg;EGE UNIVERSITY;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/escuela-politcnica-nacional_592560cf2aeae70239af589c_small.jpg;Escuela Politécnica Nacional;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg;Escuela Superior Politécnica del Litoral (ESPOL);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg;Feng Chia University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/florida-atlantic-university-boca-raton_592560cf2aeae70239af5189_small.jpg;Florida Atlantic University - Boca Raton;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/fu-jen-catholic-university_217_small.jpg;Fu Jen Catholic University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg;Gazi Üniversitesi;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/glasgow-caledonian-university_1649_small.jpg;Glasgow Caledonian University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/harper-adams-university_592560cf2aeae70239af4d76_small.jpg;Harper Adams University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/al-imam-mohammad-ibn-saud-islamic-university_592560cf2aeae70239af4f14_small.jpg;Imam Mohammad Ibn Saud Islamic University – IMSIU;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/indian-institute-of-information-technology-iiit-allahabad_592560cf2aeae70239af4e0f_small.jpg;Indian Institute of Information Technology, Allahabad;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/irkutsk-state-university_592560cf2aeae70239af5064_small.jpg;Irkutsk State University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/istanbul-aydin-university-_592560cf2aeae70239af50c0_small.jpg;Istanbul Aydin University  ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/istanbul-bilgi-niversitesi_592560cf2aeae70239af50c3_small.jpg;Istanbul Bilgi Üniversitesi;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/-ivan-franko-national-university-of-lviv_592560cf2aeae70239af5ac2_small.jpg; Ivan Franko National University of Lviv;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/izmir-institute-of-technology-iztech_592560cf2aeae70239af50c4_small.jpg;Izmir Institute of Technology (IZTECH);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/jamia-hamdard_592560e19988f300e2320f1b_small.jpg;Jamia Hamdard;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/jeju-national-university-_592560cf2aeae70239af4e93_small.jpg;Jeju National University ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/kangwon-national-university-_592560cf2aeae70239af4ead_small.jpg;Kangwon National University ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/kent-state-university_592560cf2aeae70239af5351_small.jpg;Kent State University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/king-mongkuts-institute-of-technology-ladkrabang_592560cf2aeae70239af5213_small.jpg;King Mongkut's Institute of Technology Ladkrabang;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/kookmin-university_1070_small.jpg;Kookmin University ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/kuwait-university_592560cf2aeae70239af5465_small.jpg;Kuwait University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg;Leeds Beckett University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/makerere-university_15042_small.jpg;Makerere University;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/marquette-university_592560cf2aeae70239af4dac_small.jpg;Marquette University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/meiji-university_592560cf2aeae70239af5223_small.jpg;Meiji University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/miami-university_592560cf2aeae70239af4db1_small.jpg;Miami University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/mississippi-state-university_592560cf2aeae70239af5196_small.jpg;Mississippi State University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/multimedia-university-mmu_1132_small.jpg;Multimedia University (MMU);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/-mustansiriyah-university_592560cf2aeae70239af5833_small.jpg;Mustansiriyah University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/mutah-university_592560e29988f300e232134e_small.jpg;Mutah University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/nagoya-institute-of-technology-nit_592560cf2aeae70239af4d85_small.jpg;Nagoya Institute of Technology (NIT);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/national-dong-hwa-university_1991_small.jpg;National Dong Hwa University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg;National Taiwan Ocean University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/national-university-of-kyiv-mohyla-academy-naukma_592560cf2aeae70239af5ab1_small.jpg;National University of Kyiv-Mohyla Academy (NaUKMA);Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/north-south-university_592560cf2aeae70239af4de2_small.jpg;North South University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/north-west-university_592560cf2aeae70239af4f48_small.jpg;North-West University;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/northern-arizona-university_592560cf2aeae70239af51a1_small.jpg;Northern Arizona University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/osmania-university_22926_small.jpg;OSMANIA UNIVERSITY;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/ohio-university_1822_small.jpg;Ohio University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg;Panjab University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universit-paul-valery-montpellier-3-_592560cf2aeae70239af4c25_small.jpg;Paul Valéry University Montpellier;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-ecuador-puce_592560cf2aeae70239af5489_small.jpg;Pontificia Universidad Católica del Ecuador (PUCE);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg;Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/portland-state-university_592560cf2aeae70239af51a6_small.jpg;Portland State University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/pukyong-national-university-_592560cf2aeae70239af4ec4_small.jpg;Pukyong National University ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/rikkyo-university_592560cf2aeae70239af5233_small.jpg;Rikkyo University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/rochester-institute-of-technology-rit_592560cf2aeae70239af5343_small.jpg;Rochester Institute of Technology (RIT);North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/russian-state-university-for-the-humanities-_592560cf2aeae70239af594b_small.jpg;Russian State University for the Humanities ;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/saint-petersburg-mining-university_15265_small.png;Saint-Petersburg Mining University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/saitama-university_592560cf2aeae70239af4ca2_small.jpg;Saitama University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/saken-seifullin-kazakh-agrotechnical-university_592560cf2aeae70239af5801_small.jpg;Saken Seifullin Kazakh Agrotechnical University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/san-diego-state-university_1830_small.jpg;San Diego State University;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg;Seoul National University of Science and Technology;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/shahid-beheshti-university-sbu_592560cf2aeae70239af4e58_small.jpg;Shahid Beheshti University (SBU);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/shanghai-international-studies-university_592560cf2aeae70239af526d_small.jpg;Shanghai International Studies University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/sheffield-hallam-university_592560cf2aeae70239af50e0_small.jpg;Sheffield Hallam University;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/siberian-federal-university-sibfu_592560df9988f300e2320a65_small.jpg;Siberian Federal University, SibFU;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/slovak-university-of-agriculture-in-nitra_59883fafca24f350583de94e_small.jpg;Slovak University of Agriculture in Nitra;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/sookmyung-womens-university-_592560cf2aeae70239af4ecf_small.jpg;Sookmyung Women's University ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/suez-canal-university_592560e29988f300e23212c0_small.jpg;Suez Canal University;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/taibah-university_592560cf2aeae70239af52db_small.jpg;Taibah University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/tallinn-university-_592560cf2aeae70239af567b_small.jpg;Tallinn University ;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/technical-university-of-lublin_592560cf2aeae70239af5041_small.jpg;Technical University of Lublin;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/telkom-university_592560cf2aeae70239af4e4b_small.jpg;Telkom University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/thapar-institute-of-engineering-and-technology-deemed-to-be-university_592560e59988f300e2321c69_small.jpg;Thapar Institute of Engineering & Technology;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/herzen-state-pedagogical-university-of-russia_592560e09988f300e2320c6c_small.jpg;The Herzen State Pedagogical University of Russia;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/the-josip-juraj-strossmayer-university-of-osijek_592560cf2aeae70239af581c_small.jpg;The Josip Juraj Strossmayer University of Osijek;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/belgorod-state-national-research-university_592560cf2aeae70239af5949_small.jpg;"The National Research University ""Belgorod State University""";Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/the-university-of-lahore_592560cf2aeae70239af4bda_small.jpg;The University of Lahore;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/the-university-of-northampton_592560cf2aeae70239af50fc_small.jpg;The University of Northampton;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/QS_UTA-Logo-48x48.jpg;The University of Texas at Arlington;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg;Tokai University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/tomas-bata-university-in-zlin_1234_small.jpg;Tomas Bata University in Zlin;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/ton-duc-thang-university_592560e19988f300e2320e3c_small.jpg;Ton Duc Thang University;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-andrs-bello_2576_small.jpg;Universidad Andrés Bello;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_small.jpg;Universidad Austral de Chile;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg;Universidad Autónoma de Nuevo León;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-central-del-ecuador_592560cf2aeae70239af54be_small.jpg;Universidad Central del Ecuador;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg;Universidad Industrial de Santander - UIS;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_small.jpg;Universidad Metropolitana;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-agraria-la-molina_592560cf2aeae70239af515c_small.jpg;Universidad Nacional Agraria la Molina;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg;Universidad Nacional de Cuyo;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg;Universidad Nacional de Mar del Plata;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-de-ro-cuarto-unrc_592560cf2aeae70239af5127_small.jpg;Universidad Nacional de Río Cuarto - UNRC;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-martn-unsam_592560cf2aeae70239af5690_small.jpg;Universidad Nacional de San Martín (UNSAM);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-asuncin_592560cf2aeae70239af5503_small.jpg;Universidad Nacional de la Asunción;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg;Universidad Nacional Costa Rica;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-peruana-de-ciencias-aplicadas_1749_small.jpg;Universidad Peruana de Ciencias Aplicadas;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-rey-juan-carlos_1517_small.jpg;Universidad Rey Juan Carlos;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/ciudad-universitaria-jos-antonio-echeverria-cujae_592560cf2aeae70239af547a_small.jpg;Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-castilla-la-mancha_1521_small.jpg;Universidad de Castilla-La Mancha;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-crdoba-colombia_592560cf2aeae70239af54ca_small.jpg;Universidad de Córdoba - Colombia;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-la-frontera-ufro_592560cf2aeae70239af512b_small.jpg;Universidad de La Frontera (UFRO);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-lima_592560cf2aeae70239af5157_small.jpg;Universidad de Lima;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-monterrey-udem_1724_small.jpg;Universidad de Monterrey (UDEM);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg;Universidad de Puerto Rico;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg;Universidad de Talca;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg;Universidad de Valparaíso (UV);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-del-desarrollo-udd_592560cf2aeae70239af52cd_small.jpg;Universidad del Desarrollo (UDD);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg;Universidad del Norte ;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/UniversidadDelPacifico_200x200-48x48.jpg;Universidad del Pacífico;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg;Universidade Federal Fluminense ;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg;Universidade Federal da Bahia;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-federal-de-juiz-de-fora-ufjf_592560cf2aeae70239af5539_small.jpg;Universidade Federal de Juiz de Fora- (UFJF);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-federal-de-pelotas-_592560cf2aeae70239af553d_small.jpg;Universidade Federal de Pelotas ;Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_small.jpg;Universidade Federal de Viçosa (UFV);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg;Universidade Federal do Ceará (UFC);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-de-vigo_592560cf2aeae70239af5079_small.jpg;Universidade de Vigo;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg;Universidade do Estado do Rio de Janeiro (UERJ);Latin America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universita-degli-studi-g.-dannunzio-chieti-pescara_592560cf2aeae70239af4ffe_small.jpg;"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara";Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-brawijaya_761_small.jpg;Universitas Brawijaya ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/hasanuddin-university_592560cf2aeae70239af5384_small.jpg;Universitas Hasanuddin;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universitatea-de-vest-din-timisoara-west-university-of-timisoara_592560cf2aeae70239af5054_small.jpg;Universitatea de Vest din Timisoara /  West University of Timisoara;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universiti-malaysia-sabah-ums_592560cf2aeae70239af4ef1_small.jpg;Universiti Malaysia Sabah (UMS);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universiti-malaysia-sarawak-unimas_592560cf2aeae70239af523e_small.jpg;Universiti Malaysia Sarawak (UNIMAS);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/universiti-malaysia-terengganu-umt_1987_small.jpg;Universiti Malaysia Terengganu (UMT);Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-agriculture-faisalabad_776_small.jpg;University of Agriculture, Faisalabad ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-arkansas-fayetteville-_592560cf2aeae70239af534e_small.jpg;University of Arkansas Fayetteville ;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-belgrade_2243_small.jpg;University of Belgrade;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-bialystok_592560cf2aeae70239af5040_small.jpg;University of Bialystok;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg;University of Bucharest;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-calabria_592560cf2aeae70239af5821_small.jpg;University of Calabria;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg;University of Colombo;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-derby_592560cf2aeae70239af4d46_small.jpg;University of Derby;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-ghana_15046_small.jpg;University of Ghana;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-international-business-and-economics_592560cf2aeae70239af5265_small.jpg;University of International Business and Economics;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-karachi_592560cf2aeae70239af4d40_small.jpg;University of Karachi;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_small.jpg;University of Kufa;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg;University of Latvia;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-miskolc-_592560cf2aeae70239af4fee_small.jpg;University of Miskolc ;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-montana-missoula_2260_small.jpg;University of Montana Missoula ;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg;University of Mumbai;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-nairobi_15043_small.jpg;University of Nairobi;Africa;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-ni_592560e59988f300e2321b45_small.jpg;University of Niš;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-north-carolina-at-charlotte_592560cf2aeae70239af533f_small.jpg;University of North Carolina at Charlotte;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-north-texas_592560cf2aeae70239af51c3_small.jpg;University of North Texas;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-novi-sad_592560cf2aeae70239af55cc_small.jpg;University of Novi Sad;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-ostrava_592560cf2aeae70239af4f51_small.jpg;University of Ostrava;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-pardubice_592560cf2aeae70239af4f50_small.jpg;University of Pardubice;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-peradeniya-_592560cf2aeae70239af4f22_small.jpg;University of Peradeniya ;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-rhode-island-_592560cf2aeae70239af51c7_small.jpg;University of Rhode Island ;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-rijeka_592560e59988f300e2321aad_small.jpg;University of Rijeka;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-san-diego_592560cf2aeae70239af4ca6_small.jpg;University of San Diego;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-san-francisco_592560cf2aeae70239af4d4a_small.jpg;University of San Francisco;North America;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg;University of Santo Tomas;Asia;
1001-1200;www.https://www.topuniversities.com/sites/default/files/university-of-silesia_592560cf2aeae70239af503f_small.jpg;University of Silesia in Katowice;Europe;
1001-1200;www.https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-84-48x48.jpg;University of South Alabama (USA);North America;
